priority_rank,priority_group,priority_label,doc_id,name,org_name,category_general,category_detail,papers_count,doi_1,title_1,year_1,abstract_1,doi_2,title_2,year_2,abstract_2,doi_3,title_3,year_3,abstract_3
247,99,その他,eqnet-2279,RI汚染実験動物乾燥装置,岐阜大学 科学研究基盤センター RI実験分野,専用測定装置,放射線・RI(放射性同位体)関連,3,10.1007/s00018-025-05967-4,VAMP4 in hypoxic adipose stem cell exosomes alleviates ischemia-reperfusion injury,2026,"This study demonstrated that hypoxic ADSC-Ex reduced ROS and mitochondrial dysfunction in vascular endothelial cells through VAMP4, thereby attenuating I/RI. This finding might provide a new approach for treating post-transplant I/RI.",10.1186/s12913-025-13957-2,Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study,2026,要旨未取得のため、論文題名「Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study」を基にした暫定要約です。 掲載誌: BMC Health Services Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-31908-z,Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing,2026,要旨未取得のため、論文題名「Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
248,99,その他,eqnet-5099,RI画像データ解析システム(Cytiva Amersham Typhoon IP),神戸大学 研究基盤センター アイソトープ部門,画像撮影/解析,化学発光・蛍光撮影装置(スキャナタイプ),3,10.1007/s00018-025-05967-4,VAMP4 in hypoxic adipose stem cell exosomes alleviates ischemia-reperfusion injury,2026,"This study demonstrated that hypoxic ADSC-Ex reduced ROS and mitochondrial dysfunction in vascular endothelial cells through VAMP4, thereby attenuating I/RI. This finding might provide a new approach for treating post-transplant I/RI.",10.1186/s12913-025-13957-2,Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study,2026,要旨未取得のため、論文題名「Comparing patient and healthcare professional preferences for patient-centered integrated care in China: a best-worst scaling study」を基にした暫定要約です。 掲載誌: BMC Health Services Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-31908-z,Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing,2026,要旨未取得のため、論文題名「Metal-free plano-convex lens-based optical probes for high-sensitivity and chemically resistant refractive index sensing」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
249,99,その他,eqnet-4071,RTA装置B 光洋サーモシステム(RLA-1208-V),東北大学 研究推進・支援機構コアファシリティ統括センター,その他,その他,3,10.1186/s12889-025-25690-w,Night-time road traffic fatalities disproportionately affect male pedestrians in geographic hotspots,2026,"This study highlights demographic and pedestrian vulnerabilities, the heightened risk of nighttime fatalities, and the geographic concentration of fatal RTAs in Cape Town. Findings underscore the urgent need for improved pedestrian infrastructure, enhanced street lighting, and optimised emergency medical response strategies. Targeted safety interventions in high-risk areas can significantly reduce RTA fatalities. Further research should explore behavioural and environmental factors over longer…",10.34172/jrhs.11510,"Patterns, Causes, and Mortality Trends of Road Traffic Accidents in Hamedan Province, Iran: A Spatiotemporal Epidemiological Analysis (2011–2024)",2026,"Background: Road traffic accidents (RTAs) are a major cause of death, especially in developing countries. This study analyzed RTA patterns and trends in Hamadan province, Iran, from 2011 to 2024. Study Design: A cross-sectional study. Methods: Data on 6,488 road traffic fatalities, excluding non-road transport deaths, were obtained from the Forensic Medicine Organization. Demographics, injury type, location, and mode of transport were analyzed. Then, spatial clustering was performed using the K…",10.1186/s12913-025-13746-x,Experiences of early parenthood in and beyond the coronavirus pandemic: a qualitative study with expectant and new mothers,2026,要旨未取得のため、論文題名「Experiences of early parenthood in and beyond the coronavirus pandemic: a qualitative study with expectant and new mothers」を基にした暫定要約です。 掲載誌: BMC Health Services Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
250,99,その他,eqnet-588,Raman分光測定システムLab RAM ARAMIS((株)堀場製作所),大分大学 工学部 応用化学科 機能物質化学講座(豊田),光分析装置,赤外分光光度計/ラマン分光装置,3,10.1364/jocn.575280,Input refinement with incremental learning for accurate digital twin-enabled self-driven QoT optimization in optical networks,2026,"Reliable quality of transmission (QoT) prediction is essential to ensure that services operate near their optimal working point, maximizing network capacity and efficiency while avoiding large design margins. A major source of QoT prediction error lies in the uncertain modeling of nonlinear fiber impairments, particularly the Kerr effect and stimulated Raman scattering, which are difficult to monitor with existing hardware. Accurate modeling of these effects requires knowledge of fiber insertio…",10.1038/s41598-025-30292-y,Plasma-based Raman spectroscopy for early detection of acute myocardial infarction in murine models,2026,"Abstract Acute myocardial infarction (AMI) is a leading cause of cardiovascular mortality. Current diagnostic dilemma suffers from limited sensitivity, insufficiently timely and effective specificity. To address this dilemma, Raman spectroscopy, a rapid and non-invasive technique with significant potential for plasma metabolic profiling, although AMI involves rapid metabolic alterations, diagnostic approaches based on plasma metabolites remain underexplored. In murine AMI model induced by coron…",10.1038/s41524-025-01921-x,Raman signatures of single point defects in hexagonal boron nitride quantum emitters,2026,"Abstract Point defects in solid-state quantum systems are vital for enabling single-photon emission at specific wavelengths, making their precise identification essential for advancing applications in quantum technologies. However, pinpointing the microscopic origins of these defects remains a challenge. In this work, we propose Raman spectroscopy as a robust strategy for defect identification. Using density functional theory, we characterize the Raman signatures of 100 defects in hexagonal bor…"
251,99,その他,eqnet-2486,Real Time PCRシステム,京都大学 医学研究科,遺伝子・ゲノム,リアルタイムPCR装置,3,10.31729/jnma.v64i293.9282,Complications of Central Venous Line Insertion: A Case Series,2026,"Central venous catheter (CVC) insertion is a commonly performed procedure in critically ill patients. While generally safe, it carries risks of potentially serious complications, particularly when performed without ultrasound guidance or in emergent settings. We report a series of four patients who developed uncommon but significant complications following CVC placement. The first case describes the right internal mammary artery aneurysm after malplacement of CVC line. The second case outlines…",10.12957/redp.2026.90737,"BRIEF ANALYSIS OF THE CONVERGENCE BETWEEN CIVIL LAW AND COMMON LAW, BASED ON THE SO-CALLED “BRAZILIAN PRECEDENT SYSTEM”",2026,"要旨未取得のため、論文題名「BRIEF ANALYSIS OF THE CONVERGENCE BETWEEN CIVIL LAW AND COMMON LAW, BASED ON THE SO-CALLED “BRAZILIAN PRECEDENT SYSTEM”」を基にした暫定要約です。 掲載誌: Revista Eletronica De Direito Processual 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.19139/soic-2310-5070-2699,Median Based Unit Weibull Distribution (MBUW): Do the Higher Order Probability Weighted Moments (PWMs) Add More Information over the Lower Order PWMs in Parameter Estimation,2026,"This paper offers an in-depth investigation into the Probability Weighted Moments (PWMs) methodology for estimating parameters of the Median Based Unit Weibull (MBUW) distribution. The author delves into a thorough comparison of the commonly employed first-order PWMs against more advanced higher-order PWMs. The analysis highlights the significant benefits associated with adopting these more sophisticated techniques, particularly in terms of accuracy and reliability in parameter estimation. In a…"
252,99,その他,eqnet-1309,SPR分子間相互作用解析装置 (GE・BiacoreX100),名古屋大学 医学教育研究支援センター分析機器部門,分子間相互作用解析装置,表面プラズモン共鳴(SPR),3,10.1007/s10719-025-10205-x,SPR interaction analysis of GM3 glycan with the integrin α5β1 head domain,2026,要旨未取得のため、論文題名「SPR interaction analysis of GM3 glycan with the integrin α5β1 head domain」を基にした暫定要約です。 掲載誌: Glycoconjugate Journal 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11220-025-00707-1,Performance Enhancement of an Optical SPR Sensor for the Detection of Cancerous Basal Cells,2026,要旨未取得のため、論文題名「Performance Enhancement of an Optical SPR Sensor for the Detection of Cancerous Basal Cells」を基にした暫定要約です。 掲載誌: Sensing and Imaging 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s11220-025-00702-6,Efficient SPR-Based Cancer Cell Detection Using MgH₂ and CdSe Layers with Angular Interrogation Approach,2026,要旨未取得のため、論文題名「Efficient SPR-Based Cancer Cell Detection Using MgH₂ and CdSe Layers with Angular Interrogation Approach」を基にした暫定要約です。 掲載誌: Sensing and Imaging 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
253,99,その他,eqnet-1765,SQUID磁力計(Quantum Design・MPMS‐5P),名古屋工業大学 産学官金連携機構設備共用部門,物性計測/成分分析,"磁気特性測定装置(SQUID, VSM)",3,10.1186/s13638-025-02537-x,HSG-AGTO: A hybrid heuristic optimization approach for energy-efficient cluster head selection for green communication in IoT networks,2026,"Abstract The environmental impacts that are associated with the interconnected sensor devices in the Internet of Things (IoT) network are minimized with the utilization of green communication. This is because, when the IoT devices tend to grow, the IoT system becomes more prone to issues regarding the utilization of resources, sustainability, and energy consumption within the communication system. Tuning the communication protocols, lowering the IoT device’s energy usage rate, and establishing…",10.1038/s42004-025-01851-1,Direct detection of SABRE-SHEATH hyperpolarization and spin-lattice relaxation of [1-13C]pyruvate,2026,"Abstract Nuclear magnetism is typically investigated by perturbing the spin system with radio frequency pulses, but low polarization and detection using induction coils limit direct access to the longitudinal magnetization. The hyperpolarization technique SABRE-SHEATH requires ultra-low magnetic fields for spin order transfer; consequently, SQUID sensors with a frequency-independent sensitivity are well-suited for unperturbed detection in this regime. We demonstrate direct observation of hyperp…",10.1007/s11160-025-10016-1,Net illumination is more effective for reducing fisheries bycatch at night,2026,要旨未取得のため、論文題名「Net illumination is more effective for reducing fisheries bycatch at night」を基にした暫定要約です。 掲載誌: Reviews in Fish Biology and Fisheries 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
254,99,その他,eqnet-4182,Sabia Art Scanner LiAM S サビア(LiAM S),東北大学 研究推進・支援機構コアファシリティ統括センター,画像撮影/解析,その他,3,10.1007/s13762-025-07027-7,Eco-friendly removal of methylene blue from aqueous solutions using bark of mimosa caesalpiniifolia from Northeast Brazil,2026,"Abstract The research aims to use sabiá bark as a biosorbent for removing methylene blue dye from aqueous solutions. The sabiá bark was acquired from Fazenda Ipê, in the municipality of Governador Dix-Sept Rosado, in the state of Rio Grande do Norte, Brazil. It was crushed, macerated, and sieved for particle size standardization. The bark powder underwent extraction removal both hot and cold. The biosorbent was characterized using Scanning Electron Microscopy, Fourier Transform Infrared Spectro…",10.1007/978-3-032-08603-7_28,Measuring LLMs Cultural Bias in Corruption Inclination,2026,要旨未取得のため、論文題名「Measuring LLMs Cultural Bias in Corruption Inclination」を基にした暫定要約です。 掲載誌: Lecture Notes in Business Information Processing 出版年: 2026 分野: Conference Paper 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s10457-025-01417-z,Evaluation of growth and chemical composition of forage consortia of grasses with tree species,2026,要旨未取得のため、論文題名「Evaluation of growth and chemical composition of forage consortia of grasses with tree species」を基にした暫定要約です。 掲載誌: Agroforestry Systems 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
255,99,その他,eqnet-4227,SiO2加工ドライエッチング(Si室) アネルバ,東北大学 研究推進・支援機構コアファシリティ統括センター,半導体製造関連装置,半導体製造関連装置,3,10.1038/s41598-025-30547-8,Colloidal stability and controlled release of Au@SiO₂ and Ag@SiO₂ core–shell nanostructures from biopolymer-based hydrogels,2026,"Nanotechnology offers innovative strategies for developing multifunctional cosmetic ingredients. Here, we synthesize Au@SiO₂ and Ag@SiO₂ core-shell nanostructures with high shape and size uniformity, colloidal stability, and hydrophilicity. The silica shell stabilizes the metal core and enables surface functionalization, enhancing applicability in biopolymer-based formulations. We characterize the nanomaterials using UV-Vis spectroscopy, TEM, DLS, zeta potential, and contact angle measurements,…",10.1038/s41598-025-31142-7,Multipolar scattering and collective mode engineering in SiO₂@C core–shell nanoparticles and clusters,2026,"Abstract The scattering properties of nanoparticles are crucial in applications like optical sensing, photonics, and medical diagnostics. Despite extensive research, the interaction of multipolar resonances in metal-free nanophotonic structures remains underexplored. This study investigates the effects SiO 2 nanoparticle size, carbon shell thickness, and cluster topology on the excitation and evolution of multipolar resonances. We used the finite-element method in COMSOL Multiphysics to investi…",10.1038/s41598-025-33661-9,Redox reactions in subducted CaCO3–Fe–SiO2 as a potential source of superdeep diamond inclusions,2026,CaCO 3 is one of the most abundant carbonates at the Earth's surface. It is transported into the mantle in substantial quantities via subducted slabs and participates in the deep mantle carbon cycle along with other mantle materials. Our experiments utilized the CaCO 3 -Fe-SiO 2 system to simulate the environment of subducted oceanic crust entering the deep mantle. In situ X-ray diffraction experiments were performed on the CaCO 3 -Fe-SiO 2 system at pressures of 25-53 GPa and temperatures of 1…
256,99,その他,eqnet-5034,SpeedVac (Thermo SAVANT SPD1010),鹿児島大学 医歯学総合研究科 共同利用研究室 共同利用研究室,遠心/粉砕/加熱機器,濃縮機,3,10.1016/j.foodres.2025.118295,Polyphenol profile matters: complementary contribution of extractable and non-extractable polyphenols over metabolic effects of beverage byproducts blends,2026,要旨未取得のため、論文題名「Polyphenol profile matters: complementary contribution of extractable and non-extractable polyphenols over metabolic effects of beverage byproducts blends」を基にした暫定要約です。 掲載誌: Food Research International 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.aca.2026.345109,A high-throughput detection platform for dried blood spots constructed with DESI-MS/MS,2026,要旨未取得のため、論文題名「A high-throughput detection platform for dried blood spots constructed with DESI-MS/MS」を基にした暫定要約です。 掲載誌: Analytica Chimica Acta 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1016/j.theriogenology.2025.117781,Acute scrotal insulation in Nelore bulls impairs oxidative phosphorylation and estrogen signaling in epididymal sperm,2026,要旨未取得のため、論文題名「Acute scrotal insulation in Nelore bulls impairs oxidative phosphorylation and estrogen signaling in epididymal sperm」を基にした暫定要約です。 掲載誌: Theriogenology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
257,99,その他,eqnet-5256,T100 サーマルサイクラー(BioRad),広島大学 ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター ゲノム編集イノベーションセンター,遺伝子・ゲノム,サーマルサイクラー(PCR),3,10.1007/s11033-025-11397-z,"Antibiotic resistance patterns, toxin profiles, and toxin gene expression levels among Clostridioides difficile PCR ribotypes isolated from patients scheduled for colonoscopy",2026,"要旨未取得のため、論文題名「Antibiotic resistance patterns, toxin profiles, and toxin gene expression levels among Clostridioides difficile PCR ribotypes isolated from patients scheduled for colonoscopy」を基にした暫定要約です。 掲載誌: Molecular Biology Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1186/s12951-025-03998-4,Multimodal electroconductive PLGA-based scaffold orchestrates neuroprotection and regeneration following severe spinal cord injury,2026,要旨未取得のため、論文題名「Multimodal electroconductive PLGA-based scaffold orchestrates neuroprotection and regeneration following severe spinal cord injury」を基にした暫定要約です。 掲載誌: Journal of Nanobiotechnology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12866-025-04569-1,"Enhanced detection of bacterial etiologies, antibiotic resistance profile, and treatment outcomes of meningitis patients in Ethiopia: a prospective cross-sectional study",2026,"PCR significantly outperformed culture in detecting bacterial pathogens. E. coli was the most common causative agent of bacterial meningitis, and we observed high rates of antibiotic resistance among Gram-negative bacteria. While most patients had favorable outcomes, low Glasgow Coma Scale scores, comorbidities, and delayed presentation to healthcare facilities were independently associated with unfavorable outcomes."
258,99,その他,eqnet-805,TG-DTA(島津製作所・DTG-60),東京科学大学 オープンファシリティセンター すずかけ台分析部門,熱分析・熱測定装置,熱分析・熱測定装置,3,10.1186/s12944-025-02826-w,An uncertainty-driven gated feature selection network (UGFS-Net) for TG level prediction: linking high-altitude exposure to lipid metabolism disorder via elevated TG,2026,要旨未取得のため、論文題名「An uncertainty-driven gated feature selection network (UGFS-Net) for TG level prediction: linking high-altitude exposure to lipid metabolism disorder via elevated TG」を基にした暫定要約です。 掲載誌: Lipids in Health and Disease 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-33357-0,Myeloid cell-specific HMGB1 deficiency exaggerates mucoinflammatory responses but promotes bacterial clearance in mucoinflammatory lung disease,2026,要旨未取得のため、論文題名「Myeloid cell-specific HMGB1 deficiency exaggerates mucoinflammatory responses but promotes bacterial clearance in mucoinflammatory lung disease」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-33419-3,Comparative analysis of OECD guideline data and Tox21 assays to improve reproductive and developmental toxicity prediction,2026,要旨未取得のため、論文題名「Comparative analysis of OECD guideline data and Tox21 assays to improve reproductive and developmental toxicity prediction」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
259,99,その他,eqnet-5386,TG-MS分析装置(TG-DTA8122 / JMS-Q1600GC・8890GC),島根大学 材料エネルギー学部 材料エネルギー学科 材料エネルギー学科,物性計測/成分分析,その他,3,10.1186/s12944-025-02826-w,An uncertainty-driven gated feature selection network (UGFS-Net) for TG level prediction: linking high-altitude exposure to lipid metabolism disorder via elevated TG,2026,要旨未取得のため、論文題名「An uncertainty-driven gated feature selection network (UGFS-Net) for TG level prediction: linking high-altitude exposure to lipid metabolism disorder via elevated TG」を基にした暫定要約です。 掲載誌: Lipids in Health and Disease 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-33357-0,Myeloid cell-specific HMGB1 deficiency exaggerates mucoinflammatory responses but promotes bacterial clearance in mucoinflammatory lung disease,2026,要旨未取得のため、論文題名「Myeloid cell-specific HMGB1 deficiency exaggerates mucoinflammatory responses but promotes bacterial clearance in mucoinflammatory lung disease」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-33419-3,Comparative analysis of OECD guideline data and Tox21 assays to improve reproductive and developmental toxicity prediction,2026,要旨未取得のため、論文題名「Comparative analysis of OECD guideline data and Tox21 assays to improve reproductive and developmental toxicity prediction」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
260,99,その他,eqnet-3650,TGDSC-GCMS,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,土木・建築・工学関連装置,土木・建築・工学関連装置,3,10.1038/s41612-025-01269-5,CondensNet: enabling stable long-term climate simulations via hybrid deep learning models with adaptive physical constraints,2026,要旨未取得のため、論文題名「CondensNet: enabling stable long-term climate simulations via hybrid deep learning models with adaptive physical constraints」を基にした暫定要約です。 掲載誌: Npj Climate and Atmospheric Science 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1038/s41598-025-29498-x,"Evaluation of CMIP6 model performance and future climate projections over the Genale dawa river basin, Ethiopia",2026,"要旨未取得のため、論文題名「Evaluation of CMIP6 model performance and future climate projections over the Genale dawa river basin, Ethiopia」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。",10.1038/s41598-025-31390-7,Climate-driven flood hazard assessment in data-scarce mountainous basins using a GIS-based machine learning and hydrodynamic modelling under CMIP6 SSP scenarios,2026,"Floods pose increasing risks in mountainous regions such as the Swat River Basin, where climatic variability, glacial influences, and data limitations hinder conventional flood risk assessment. This study introduces a hybrid framework that integrates explainable SHapley Additive exPlanations (SHAP)-based XGBoost for Global Climate Model (GCM) ranking, Random Forest (RF) ensemble modeling, and coupled hydrologic-hydraulic simulations (HEC-HMS-HEC-RAS) for multi-scenario flood hazard mapping. The…"
261,99,その他,eqnet-4141,TissueFAXS細胞解析装置(i4顕微鏡) Tissue Gnostics(TG-9101-T),東北大学 研究推進・支援機構コアファシリティ統括センター,その他,その他,3,10.1186/s12967-025-07491-2,Single-cell and spatial transcriptomics reveal TNC-positive cancer-associated fibroblasts that mediate immunosuppression and promote tumor progression in basal cell carcinoma,2026,要旨未取得のため、論文題名「Single-cell and spatial transcriptomics reveal TNC-positive cancer-associated fibroblasts that mediate immunosuppression and promote tumor progression in basal cell carcinoma」を基にした暫定要約です。 掲載誌: Journal of Translational Medicine 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s13046-025-03578-2,Unraveling the YAP1-TGFβ1 axis: a key driver of androgen receptor loss in prostate cancer-associated fibroblasts,2026,要旨未取得のため、論文題名「Unraveling the YAP1-TGFβ1 axis: a key driver of androgen receptor loss in prostate cancer-associated fibroblasts」を基にした暫定要約です。 掲載誌: Journal of Experimental and Clinical Cancer Research 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1007/s12035-025-05639-1,Time-Resolved Oxidative Stress and Apoptosis in Murine Retina under Acute Hypobaric Hypoxia with Parallel Activation of the LIF–JAK–STAT3 Axis,2026,要旨未取得のため、論文題名「Time-Resolved Oxidative Stress and Apoptosis in Murine Retina under Acute Hypobaric Hypoxia with Parallel Activation of the LIF–JAK–STAT3 Axis」を基にした暫定要約です。 掲載誌: Molecular Neurobiology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
262,99,その他,eqnet-3454-fb111d82,ULTRASONIC DISC CUTTER Model 601(GATAN),長崎大学 工学研究科 教育研究支援部 化学・物質工学系技術室,専用測定装置,その他,3,10.1038/s41598-025-32693-5,Development of fuzzy-based ranking alternatives by hybrid RSM-fuzzy AHP-fuzzy CoCoSo framework sustainable ultrasonic-assisted turning of magnesium alloys,2026,"Abstract This study aims to optimize the machining performance of magnesium alloys fabricated by stir casting in ultrasonic-assisted turning (UAT) by enhancing surface quality, extending tool life, and increasing material removal rate (MMR), contributing to sustainable manufacturing practices. A hybrid optimization approach combining Response Surface Methodology (RSM) and Fuzzy CoCoSo was employed. The RSM design, based on the Hybrid Box-Behnken model, was used to select experimental parameters…",10.1007/s40820-025-01894-y,An Ultrasonic Microrobot Enabling Ultrafast Bidirectional Navigation in Confined Tubular Environments,2026,"Abstract Pipelines are extensively used in environments such as nuclear power plants, chemical factories, and medical devices to transport gases and liquids. These tubular environments often feature complex geometries, confined spaces, and millimeter-scale height restrictions, presenting significant challenges to conventional inspection methods. Here, we present an ultrasonic microrobot (weight, 80 mg; dimensions, 24 mm × 7 mm; thickness, 210 μm) to realize agile and bidirectional navigation in…",10.1038/s41378-025-01110-2,Skin-conformal PMN-PT ultrasonic sensor for cuffless blood pressure sensing via eutectic solder integration,2026,"Abstract Wearable ultrasonic systems are emerging as promising tools for noninvasive cardiovascular monitoring, enabling the real-time assessment of vascular dynamics without the need for cuff-based measurements. However, the integration of high-performance piezoelectric materials into flexible, skin-conformal arrays poses challenges in terms of mechanical stretchability, acoustic fidelity, and scalability. In this study, we present a flexible 5 × 4 ultrasonic transducer array (UTA) based on 1-…"
263,99,その他,eqnet-4285,UV-Vis-NIR JASCO(V-770TWK),東北大学 研究推進・支援機構コアファシリティ統括センター,光分析装置,可視・紫外分光光度計,3,10.1038/s41598-025-32327-w,UV-shielding photochromic composite films based on nanocrystalline cellulose modified with CeO2 and WO3 nanoparticles,2026,"The UV-shielding composite films based on nanocrystalline cellulose (CNC) modified with both CeO 2 and WO 3 nanoparticles were prepared by solvent casting method. In the composites, both CeO 2 and WO 3 nanoparticles showed redox activity under UV-irradiation, and the joint effects of that metal oxides in the composite films were evidenced. The WO 3 nanoparticles provided reversible photochromic properties to the WO 3 /CNC film under UV-irradiation while CeO 2 nanoparticles inhibited the photoch…",10.1038/s41598-026-37232-4,Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin,2026,要旨未取得のため、論文題名「Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12870-025-07816-9,Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields,2026,要旨未取得のため、論文題名「Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields」を基にした暫定要約です。 掲載誌: BMC Plant Biology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
264,99,その他,eqnet-3625,UV-Vis-NIR分光光度計 (SolidSpec-3700DUV),九州大学 工学研究院 マテリアル先端リサーチインフラ,光分析装置,可視・紫外分光光度計,3,10.1038/s41598-025-32327-w,UV-shielding photochromic composite films based on nanocrystalline cellulose modified with CeO2 and WO3 nanoparticles,2026,"The UV-shielding composite films based on nanocrystalline cellulose (CNC) modified with both CeO 2 and WO 3 nanoparticles were prepared by solvent casting method. In the composites, both CeO 2 and WO 3 nanoparticles showed redox activity under UV-irradiation, and the joint effects of that metal oxides in the composite films were evidenced. The WO 3 nanoparticles provided reversible photochromic properties to the WO 3 /CNC film under UV-irradiation while CeO 2 nanoparticles inhibited the photoch…",10.1038/s41598-026-37232-4,Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin,2026,要旨未取得のため、論文題名「Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12870-025-07816-9,Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields,2026,要旨未取得のため、論文題名「Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields」を基にした暫定要約です。 掲載誌: BMC Plant Biology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
265,99,その他,eqnet-2660,UV/VIS/NIR分光光度計(日本分光 V570),名古屋工業大学 ナノテクノロジープラットフォーム,光分析装置,赤外分光光度計/ラマン分光装置,3,10.1038/s41598-025-32327-w,UV-shielding photochromic composite films based on nanocrystalline cellulose modified with CeO2 and WO3 nanoparticles,2026,"The UV-shielding composite films based on nanocrystalline cellulose (CNC) modified with both CeO 2 and WO 3 nanoparticles were prepared by solvent casting method. In the composites, both CeO 2 and WO 3 nanoparticles showed redox activity under UV-irradiation, and the joint effects of that metal oxides in the composite films were evidenced. The WO 3 nanoparticles provided reversible photochromic properties to the WO 3 /CNC film under UV-irradiation while CeO 2 nanoparticles inhibited the photoch…",10.1038/s41598-026-37232-4,Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin,2026,要旨未取得のため、論文題名「Sunscreen application substantially mitigates molecular perturbations induced by repetitive UV exposure and maintains healthy skin」を基にした暫定要約です。 掲載誌: Scientific Reports 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。,10.1186/s12870-025-07816-9,Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields,2026,要旨未取得のため、論文題名「Elevated temperature and enhanced UV-B radiation alter soil nitrogen supply and allocation within rice plants in high-altitude paddy fields」を基にした暫定要約です。 掲載誌: BMC Plant Biology 出版年: 2026 分野: Article 具体的な手法・条件は「別タブで開く」から原文をご確認ください。
