document_id,equipment_id,name,org_name,previous_status,new_status,matched_query,queries_tried_count,queries_tried,papers_count,error
eqnet-2499,eqnet-2499,リサーチ倒立顕微鏡,京都大学 医学研究科,,ready,"TITLE-ABS-KEY(""Optical"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Optical"") AND DOCTYPE(ar OR cp)",3,
eqnet-25,eqnet-25,液体クロマトグラフ質量分析計,埼玉大学 科学分析支援センター,,ready,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LCMS"") AND DOCTYPE(ar OR cp)",3,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,,no_results_verified,"TITLE-ABS-KEY(""インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND TITLE-ABS-KEY(""ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2501,eqnet-2501,多光子励起レーザー走査型インキュベータ蛍光顕微鏡,京都大学 医学研究科,,no_results_verified,"TITLE-ABS-KEY(""多光子励起レーザー走査型インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""多光子励起レーザー走査型インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多光子励起レーザー走査型インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND TITLE-ABS-KEY(""ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多光子励起レーザー走査型インキュベータ蛍光顕微鏡 光学顕微鏡/病理 ライブセルイメージング装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2502,eqnet-2502,ディスク走査型顕微鏡,京都大学 医学研究科,,ready,"TITLE-ABS-KEY(""Confocal"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Confocal"") AND DOCTYPE(ar OR cp)",3,
eqnet-2503,eqnet-2503,多穴プレート対応チップ型分注機(2),京都大学 医学研究科,,no_results_verified,"TITLE-ABS-KEY(""多穴プレート対応チップ型分注機 2 液体操作 分注機"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""多穴プレート対応チップ型分注機 2 液体操作 分注機"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多穴プレート対応チップ型分注機 2 液体操作 分注機"") AND TITLE-ABS-KEY(""分注機"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""多穴プレート対応チップ型分注機 2 液体操作 分注機"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2504,eqnet-2504,384ウェル対応Real Time PCRシステム,京都大学 医学研究科,,ready,"TITLE-ABS-KEY(""Real"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Real"") AND DOCTYPE(ar OR cp)",3,
eqnet-2505,eqnet-2505,共焦点顕微鏡型細胞イメージアナライザー,京都大学 医学研究科,,no_results_verified,"TITLE-ABS-KEY(""共焦点顕微鏡型細胞イメージアナライザー 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""共焦点顕微鏡型細胞イメージアナライザー 光学顕微鏡/病理 ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""共焦点顕微鏡型細胞イメージアナライザー 光学顕微鏡/病理 ライブセルイメージング装置"") AND TITLE-ABS-KEY(""ライブセルイメージング装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""共焦点顕微鏡型細胞イメージアナライザー 光学顕微鏡/病理 ライブセルイメージング装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2506,eqnet-2506,スクリーニング用化合物プレート,京都大学 医学研究科,,no_results_verified,"TITLE-ABS-KEY(""スクリーニング用化合物プレート その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""スクリーニング用化合物プレート その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""スクリーニング用化合物プレート その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""スクリーニング用化合物プレート その他 その他"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2507,eqnet-2507,高速高精度電子ビーム描画装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""高速高精度電子ビーム描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""高速高精度電子ビーム描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""高速高精度電子ビーム描画装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""高速高精度電子ビーム描画装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2508,eqnet-2508,レーザー直接描画装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""レーザー直接描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""レーザー直接描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レーザー直接描画装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レーザー直接描画装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2509,eqnet-2509,高速マスクレス露光装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""高速マスクレス露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""高速マスクレス露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""高速マスクレス露光装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""高速マスクレス露光装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2510,eqnet-2510,レジスト塗布装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""レジスト塗布装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""レジスト塗布装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レジスト塗布装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レジスト塗布装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2511,eqnet-2511,レジスト現像装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2512,eqnet-2512,スプレーコータ,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""スプレーコータ 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""スプレーコータ 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""スプレーコータ 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""スプレーコータ 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2513,eqnet-2513,ウエハスピン洗浄装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""ウエハスピン洗浄装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""ウエハスピン洗浄装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ウエハスピン洗浄装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ウエハスピン洗浄装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2514,eqnet-2514,厚膜フォトレジスト用スピンコーティング装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""厚膜フォトレジスト用スピンコーティング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""厚膜フォトレジスト用スピンコーティング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""厚膜フォトレジスト用スピンコーティング装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""厚膜フォトレジスト用スピンコーティング装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2515,eqnet-2515,両面マスクアライナー,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""両面マスクアライナー 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""両面マスクアライナー 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""両面マスクアライナー 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""両面マスクアライナー 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2516,eqnet-2516,露光装置(ステッパー),京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""露光装置 ステッパー 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""露光装置 ステッパー 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""露光装置 ステッパー 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""露光装置 ステッパー 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2517,eqnet-2517,ウェハ汚染計測装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""ウェハ汚染計測装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""ウェハ汚染計測装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ウェハ汚染計測装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ウェハ汚染計測装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2518,eqnet-2518,紫外線露光装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2519,eqnet-2519,液滴吐出描画装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""液滴吐出描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""液滴吐出描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""液滴吐出描画装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""液滴吐出描画装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2520,eqnet-2520,有機現像液型レジスト現像装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""有機現像液型レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""有機現像液型レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""有機現像液型レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""有機現像液型レジスト現像装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2521,eqnet-2521,EB露光装置,京都大学 学際融合教育研究推進センター,,ready,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EB"") AND DOCTYPE(ar OR cp)",3,
eqnet-2522,eqnet-2522,ステッパ,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""ステッパ 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""ステッパ 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ステッパ 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ステッパ 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2523,eqnet-2523,移動マスク紫外線露光装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""移動マスク紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""移動マスク紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""移動マスク紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""移動マスク紫外線露光装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2524,eqnet-2524,両面マスクアライナ露光装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""両面マスクアライナ露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""両面マスクアライナ露光装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""両面マスクアライナ露光装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""両面マスクアライナ露光装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2525,eqnet-2525,大面積超高精度電子線描画装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""大面積超高精度電子線描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""大面積超高精度電子線描画装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""大面積超高精度電子線描画装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""大面積超高精度電子線描画装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2526,eqnet-2526,真空蒸着装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""真空蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""真空蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""真空蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""真空蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2527,eqnet-2527,多元スパッタ装置(仕様A),京都大学 学際融合教育研究推進センター,,ready,"TITLE-ABS-KEY(""A"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""A"") AND DOCTYPE(ar OR cp)",3,
eqnet-2528,eqnet-2528,多元スパッタ装置(仕様B),京都大学 学際融合教育研究推進センター,,ready,"TITLE-ABS-KEY(""B"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""B"") AND DOCTYPE(ar OR cp)",3,
eqnet-2529,eqnet-2529,電子線蒸着装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""電子線蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""電子線蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""電子線蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""電子線蒸着装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2531,eqnet-2531,熱酸化炉,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""熱酸化炉 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""熱酸化炉 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""熱酸化炉 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""熱酸化炉 その他 その他"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2532,eqnet-2532,電子サイクロトロン共鳴イオンビーム加工装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""電子サイクロトロン共鳴イオンビーム加工装置 加速器 サイクロトロン"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""電子サイクロトロン共鳴イオンビーム加工装置 加速器 サイクロトロン"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""電子サイクロトロン共鳴イオンビーム加工装置 加速器 サイクロトロン"") AND TITLE-ABS-KEY(""サイクロトロン"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""電子サイクロトロン共鳴イオンビーム加工装置 加速器 サイクロトロン"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2533,eqnet-2533,ドライエッチング装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2534,eqnet-2534,深堀りドライエッチング装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""深堀りドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""深堀りドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""深堀りドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""深堀りドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2535,eqnet-2535,磁気中性線放電ドライエッチング装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""磁気中性線放電ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""磁気中性線放電ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""磁気中性線放電ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""磁気中性線放電ドライエッチング装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2536,eqnet-2536,シリコン酸化膜犠牲層ドライエッチングシステム,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""シリコン酸化膜犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""シリコン酸化膜犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""シリコン酸化膜犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""シリコン酸化膜犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2537,eqnet-2537,シリコン犠牲層ドライエッチングシステム,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""シリコン犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""シリコン犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""シリコン犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""シリコン犠牲層ドライエッチングシステム 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2538,eqnet-2538,紫外線ナノインプリントボンドアライメント装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""紫外線ナノインプリントボンドアライメント装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""紫外線ナノインプリントボンドアライメント装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""紫外線ナノインプリントボンドアライメント装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""紫外線ナノインプリントボンドアライメント装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2539,eqnet-2539,基板接合装置,京都大学 学際融合教育研究推進センター,,no_results_verified,"TITLE-ABS-KEY(""基板接合装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""基板接合装置 半導体製造関連装置 半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""基板接合装置 半導体製造関連装置 半導体製造関連装置"") AND TITLE-ABS-KEY(""半導体製造関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""基板接合装置 半導体製造関連装置 半導体製造関連装置"") AND AFFIL(""京都大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-2540,eqnet-2540,集束イオンビーム/走査電子顕微鏡,京都大学 学際融合教育研究推進センター,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
