document_id,equipment_id,name,org_name,query,title,doi,source,year,reason_not_auto,decision
eqnet-2474,eqnet-2474,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Intracellular autofluorescence enables the isolation of viable, functional human muscle reserve cells with distinct Pax7 levels and stem cell states",10.1186/s13287-025-04811-7,Stem Cell Research and Therapy,2026,strict_match_failed,
eqnet-2474,eqnet-2474,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Closed-loop optogenetic control of cell biology enables outcome-driven microscopy,10.1038/s41467-025-67848-5,Nature Communications,2026,strict_match_failed,
eqnet-2474,eqnet-2474,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Microwave-assisted synthesis of new triangulenium dyes for lifetime imaging microscopy (FLIM),10.1038/s41598-025-31688-6,Scientific Reports,2026,strict_match_failed,
eqnet-2474,eqnet-2474,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Shape-morphing active particles with invertible effective polarizability for configurable locomotion and steering,10.1038/s41467-025-65482-9,Nature Communications,2026,strict_match_failed,
eqnet-2474,eqnet-2474,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating probe-receptor interactions and enhancing fluorescence guided surgery with fluorescence lifetime imaging and NF-800 in HER-2 positive esophageal adenocarcinoma,10.1038/s41598-025-31872-8,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",ProTrack3D: a comprehensive tool for segmentation and tracking of proteins with split and fusion,10.1186/s12859-025-06307-w,BMC Bioinformatics,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Optical interference for the guidance of cryogenic focused ion beam milling beyond the axial diffraction limit,10.1038/s41467-025-65548-8,Nature Communications,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Seasonal rainfall and land-use impacts on microplastic characteristics in an endangered salmon stream,10.1038/s41598-025-33600-8,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Nucleosome unwrapping and PARP1 allostery drive affinities for chromatin and DNA breaks,10.1038/s41467-025-67071-2,Nature Communications,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Arsenic efflux mechanisms in ectomycorrhizal mushrooms Hebeloma bulbiferum and Hebeloma sinapizans,10.1007/s00253-026-13710-7,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Sodium butyrate augments the antibacterial activity of tetracycline against clinical isolates of multidrug-resistant Vibrio cholerae,10.1186/s13099-025-00791-4,Gut Pathogens,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Reinforced optical cage systems enable drift-free single-molecule localization microscopy,10.1038/s44172-025-00566-4,Communications Engineering,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Synthesis of terbium and silica modified graphene quantum dots for targeted bioimaging of breast cancer cells using folate receptors,10.1038/s41598-025-33188-z,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Cell density and single-cell heterogeneity reveal distinct competence induction dynamics in the high-GC Gram-positive Micrococcus luteus,10.1186/s12866-026-04757-7,BMC Microbiology,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",DFT-guided photostable chitosan-derived carbon quantum dots as colloidal antibacterial and bioimaging agents,10.1038/s41598-025-31920-3,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Design and biological evaluation of novel water-soluble complexes based on thiosemicarbazone as prospective anticancer agents,10.1038/s41598-025-33889-5,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Semilichen, an unjustly neglected symbiotic system between green biofilms and true lichens",10.1038/s41598-025-30542-z,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Oxysterol Induced Fluid-Fluid Phase Separation in Saturated Phosphatidylcholine Membranes: Influence of Lipid Chain Length,10.1007/s00232-026-00374-7,Journal of Membrane Biology,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Methods for the fabrication of polyelectrolyte capsules for different biomedical applications,10.1186/s11671-025-04345-0,Discover Nano,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Photoprotective and cryoprotective effect of the carotenoid bacterioruberin on peripheral blood mononuclear cells,10.1007/s00253-025-13665-1,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating morphological and biological reproductive traits in self-fertile and -infertile macadamia cultivars,10.1186/s12870-025-07976-8,BMC Plant Biology,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Diagnostic accuracy of ARK Checker® C/G–DyLight® 488: simultaneous detection of Giardia and Cryptosporidium by fluorescent antibody microscopy,10.1186/s41182-026-00907-9,Tropical Medicine and Health,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",A novel variant p.Y250C of FZD4 influences Norrine/β-catenin signaling pathway that associates with familial exudative vitreoretinopathy (FEVR),10.1038/s41598-025-34442-0,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Intracellular autofluorescence enables the isolation of viable, functional human muscle reserve cells with distinct Pax7 levels and stem cell states",10.1186/s13287-025-04811-7,Stem Cell Research and Therapy,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Closed-loop optogenetic control of cell biology enables outcome-driven microscopy,10.1038/s41467-025-67848-5,Nature Communications,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Microwave-assisted synthesis of new triangulenium dyes for lifetime imaging microscopy (FLIM),10.1038/s41598-025-31688-6,Scientific Reports,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Shape-morphing active particles with invertible effective polarizability for configurable locomotion and steering,10.1038/s41467-025-65482-9,Nature Communications,2026,strict_match_failed,
eqnet-2475,eqnet-2475,倒立蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating probe-receptor interactions and enhancing fluorescence guided surgery with fluorescence lifetime imaging and NF-800 in HER-2 positive esophageal adenocarcinoma,10.1038/s41598-025-31872-8,Scientific Reports,2026,strict_match_failed,
eqnet-2492,eqnet-2492,次世代シーケンサーサンプル作成装置,京都大学 医学研究科,"TITLE-ABS-KEY(""sequencing"") AND DOCTYPE(ar OR cp)",Distinct T and innate-like lymphocyte reprogramming following lyophilized fecal microbiota transplantation in recurrent C. difficile infection,10.1080/19490976.2026.2620127,Gut Microbes,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",ProTrack3D: a comprehensive tool for segmentation and tracking of proteins with split and fusion,10.1186/s12859-025-06307-w,BMC Bioinformatics,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Optical interference for the guidance of cryogenic focused ion beam milling beyond the axial diffraction limit,10.1038/s41467-025-65548-8,Nature Communications,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Seasonal rainfall and land-use impacts on microplastic characteristics in an endangered salmon stream,10.1038/s41598-025-33600-8,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Nucleosome unwrapping and PARP1 allostery drive affinities for chromatin and DNA breaks,10.1038/s41467-025-67071-2,Nature Communications,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Arsenic efflux mechanisms in ectomycorrhizal mushrooms Hebeloma bulbiferum and Hebeloma sinapizans,10.1007/s00253-026-13710-7,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Sodium butyrate augments the antibacterial activity of tetracycline against clinical isolates of multidrug-resistant Vibrio cholerae,10.1186/s13099-025-00791-4,Gut Pathogens,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Reinforced optical cage systems enable drift-free single-molecule localization microscopy,10.1038/s44172-025-00566-4,Communications Engineering,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Synthesis of terbium and silica modified graphene quantum dots for targeted bioimaging of breast cancer cells using folate receptors,10.1038/s41598-025-33188-z,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Cell density and single-cell heterogeneity reveal distinct competence induction dynamics in the high-GC Gram-positive Micrococcus luteus,10.1186/s12866-026-04757-7,BMC Microbiology,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",DFT-guided photostable chitosan-derived carbon quantum dots as colloidal antibacterial and bioimaging agents,10.1038/s41598-025-31920-3,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Design and biological evaluation of novel water-soluble complexes based on thiosemicarbazone as prospective anticancer agents,10.1038/s41598-025-33889-5,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Semilichen, an unjustly neglected symbiotic system between green biofilms and true lichens",10.1038/s41598-025-30542-z,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Oxysterol Induced Fluid-Fluid Phase Separation in Saturated Phosphatidylcholine Membranes: Influence of Lipid Chain Length,10.1007/s00232-026-00374-7,Journal of Membrane Biology,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Methods for the fabrication of polyelectrolyte capsules for different biomedical applications,10.1186/s11671-025-04345-0,Discover Nano,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Photoprotective and cryoprotective effect of the carotenoid bacterioruberin on peripheral blood mononuclear cells,10.1007/s00253-025-13665-1,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating morphological and biological reproductive traits in self-fertile and -infertile macadamia cultivars,10.1186/s12870-025-07976-8,BMC Plant Biology,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Diagnostic accuracy of ARK Checker® C/G–DyLight® 488: simultaneous detection of Giardia and Cryptosporidium by fluorescent antibody microscopy,10.1186/s41182-026-00907-9,Tropical Medicine and Health,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",A novel variant p.Y250C of FZD4 influences Norrine/β-catenin signaling pathway that associates with familial exudative vitreoretinopathy (FEVR),10.1038/s41598-025-34442-0,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Intracellular autofluorescence enables the isolation of viable, functional human muscle reserve cells with distinct Pax7 levels and stem cell states",10.1186/s13287-025-04811-7,Stem Cell Research and Therapy,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Closed-loop optogenetic control of cell biology enables outcome-driven microscopy,10.1038/s41467-025-67848-5,Nature Communications,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Microwave-assisted synthesis of new triangulenium dyes for lifetime imaging microscopy (FLIM),10.1038/s41598-025-31688-6,Scientific Reports,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Shape-morphing active particles with invertible effective polarizability for configurable locomotion and steering,10.1038/s41467-025-65482-9,Nature Communications,2026,strict_match_failed,
eqnet-2497,eqnet-2497,正立型多光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating probe-receptor interactions and enhancing fluorescence guided surgery with fluorescence lifetime imaging and NF-800 in HER-2 positive esophageal adenocarcinoma,10.1038/s41598-025-31872-8,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",ProTrack3D: a comprehensive tool for segmentation and tracking of proteins with split and fusion,10.1186/s12859-025-06307-w,BMC Bioinformatics,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Optical interference for the guidance of cryogenic focused ion beam milling beyond the axial diffraction limit,10.1038/s41467-025-65548-8,Nature Communications,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Seasonal rainfall and land-use impacts on microplastic characteristics in an endangered salmon stream,10.1038/s41598-025-33600-8,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Nucleosome unwrapping and PARP1 allostery drive affinities for chromatin and DNA breaks,10.1038/s41467-025-67071-2,Nature Communications,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Arsenic efflux mechanisms in ectomycorrhizal mushrooms Hebeloma bulbiferum and Hebeloma sinapizans,10.1007/s00253-026-13710-7,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Sodium butyrate augments the antibacterial activity of tetracycline against clinical isolates of multidrug-resistant Vibrio cholerae,10.1186/s13099-025-00791-4,Gut Pathogens,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Reinforced optical cage systems enable drift-free single-molecule localization microscopy,10.1038/s44172-025-00566-4,Communications Engineering,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Synthesis of terbium and silica modified graphene quantum dots for targeted bioimaging of breast cancer cells using folate receptors,10.1038/s41598-025-33188-z,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Cell density and single-cell heterogeneity reveal distinct competence induction dynamics in the high-GC Gram-positive Micrococcus luteus,10.1186/s12866-026-04757-7,BMC Microbiology,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",DFT-guided photostable chitosan-derived carbon quantum dots as colloidal antibacterial and bioimaging agents,10.1038/s41598-025-31920-3,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Design and biological evaluation of novel water-soluble complexes based on thiosemicarbazone as prospective anticancer agents,10.1038/s41598-025-33889-5,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Semilichen, an unjustly neglected symbiotic system between green biofilms and true lichens",10.1038/s41598-025-30542-z,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Oxysterol Induced Fluid-Fluid Phase Separation in Saturated Phosphatidylcholine Membranes: Influence of Lipid Chain Length,10.1007/s00232-026-00374-7,Journal of Membrane Biology,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Methods for the fabrication of polyelectrolyte capsules for different biomedical applications,10.1186/s11671-025-04345-0,Discover Nano,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Photoprotective and cryoprotective effect of the carotenoid bacterioruberin on peripheral blood mononuclear cells,10.1007/s00253-025-13665-1,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating morphological and biological reproductive traits in self-fertile and -infertile macadamia cultivars,10.1186/s12870-025-07976-8,BMC Plant Biology,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Diagnostic accuracy of ARK Checker® C/G–DyLight® 488: simultaneous detection of Giardia and Cryptosporidium by fluorescent antibody microscopy,10.1186/s41182-026-00907-9,Tropical Medicine and Health,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",A novel variant p.Y250C of FZD4 influences Norrine/β-catenin signaling pathway that associates with familial exudative vitreoretinopathy (FEVR),10.1038/s41598-025-34442-0,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)","Intracellular autofluorescence enables the isolation of viable, functional human muscle reserve cells with distinct Pax7 levels and stem cell states",10.1186/s13287-025-04811-7,Stem Cell Research and Therapy,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Closed-loop optogenetic control of cell biology enables outcome-driven microscopy,10.1038/s41467-025-67848-5,Nature Communications,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Microwave-assisted synthesis of new triangulenium dyes for lifetime imaging microscopy (FLIM),10.1038/s41598-025-31688-6,Scientific Reports,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Shape-morphing active particles with invertible effective polarizability for configurable locomotion and steering,10.1038/s41467-025-65482-9,Nature Communications,2026,strict_match_failed,
eqnet-2498,eqnet-2498,倒立型二光子顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Investigating probe-receptor interactions and enhancing fluorescence guided surgery with fluorescence lifetime imaging and NF-800 in HER-2 positive esophageal adenocarcinoma,10.1038/s41598-025-31872-8,Scientific Reports,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",ProTrack3D: a comprehensive tool for segmentation and tracking of proteins with split and fusion,10.1186/s12859-025-06307-w,BMC Bioinformatics,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Optical interference for the guidance of cryogenic focused ion beam milling beyond the axial diffraction limit,10.1038/s41467-025-65548-8,Nature Communications,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Seasonal rainfall and land-use impacts on microplastic characteristics in an endangered salmon stream,10.1038/s41598-025-33600-8,Scientific Reports,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Nucleosome unwrapping and PARP1 allostery drive affinities for chromatin and DNA breaks,10.1038/s41467-025-67071-2,Nature Communications,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Arsenic efflux mechanisms in ectomycorrhizal mushrooms Hebeloma bulbiferum and Hebeloma sinapizans,10.1007/s00253-026-13710-7,Applied Microbiology and Biotechnology,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Sodium butyrate augments the antibacterial activity of tetracycline against clinical isolates of multidrug-resistant Vibrio cholerae,10.1186/s13099-025-00791-4,Gut Pathogens,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Reinforced optical cage systems enable drift-free single-molecule localization microscopy,10.1038/s44172-025-00566-4,Communications Engineering,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Synthesis of terbium and silica modified graphene quantum dots for targeted bioimaging of breast cancer cells using folate receptors,10.1038/s41598-025-33188-z,Scientific Reports,2026,strict_match_failed,
eqnet-2500,eqnet-2500,インキュベータ蛍光顕微鏡,京都大学 医学研究科,"TITLE-ABS-KEY(""fluorescence microscopy"") AND DOCTYPE(ar OR cp)",Cell density and single-cell heterogeneity reveal distinct competence induction dynamics in the high-GC Gram-positive Micrococcus luteus,10.1186/s12866-026-04757-7,BMC Microbiology,2026,strict_match_failed,
