doc_id,name,papers_used,abstract_ja_updated,usage_summary_len,status,error
C0AnMSyW05NCtwBtIxr5,[397]振動試料型磁力計 BHV-50HM,3,0,302,ok,
C0EBpAUHgjYXcV0pAvLL,JI-017,3,0,223,ok,
C0QhDvr5pcgh8AxqOake,倒立型リサーチ顕微鏡IX73,3,0,146,ok,
C1XwyqxX5NznFUNT3dOz,Si裏面研削研磨装置,3,0,187,ok,
C1ruI9EU570bYo1Tossp,倒立顕微鏡(2),3,0,205,ok,
C3upXz7vi9zRnaHkEsHK,凍結切片ミクロトーム,3,0,149,ok,
C4M2hhAx9CSm8M35ZLzd,【武田SCR】 形状・膜厚・電気特性評価装置群 VHX-6000 VHX-6000,3,0,255,ok,
C6DUwmsTUNpywvAvEzZe,3D X線顕微鏡,3,0,186,ok,
C6f1p7I2cIWfvYl6GehJ,蛍光スキャナー,3,0,135,ok,
C7UynNA1LD0UsGdd8W7E,電界放射型走査型電子顕微鏡,3,0,139,ok,
C7lgiE4cIwEO2TarpOhY,SPF-B1 General Purpose Slow-positron Experiment Station,3,0,226,ok,
C8BGn8ZeqSVp0ELw996p,薄型スチームハニカム光学定盤,3,0,174,ok,
C8V91iOxHQMLcnBoZxtU,[668]フーリエ変換赤外分光光度計〔リンク〕,3,0,256,ok,
CAMkAZybXSoAvueoZT5t,ゲルマニウムγスペクトロメーター,3,0,177,ok,
CAtsuG7F85e7asI1mIRV,デジタルマイクロスコープ (VHX-900F),3,0,235,ok,
CDFs3KzTVRkhaXhoPzx6,ゲル撮影装置 E-BOX ［No.2］,3,0,218,ok,
CEfr8u2qjBoQDCITKBsu,卓上型多検体破砕機 シェイクマスターネオver.1.0,3,0,236,ok,
CEmwq6Y4y8AFRnjVugwt,超音波破砕機,3,0,145,ok,
CExV3ZcdNSy7HitJGaW8,【研基セ】ガスクロマトグラフ質量分析計(GC-MS),3,0,220,ok,
CF12c9kGwfOy3A7MhXC0,ハイスピードカメラ,3,0,204,ok,
CFKLjdt7bBNhhuj46CYo,マウス・ラットB.B.H.ユニット架台,3,0,153,ok,
CFs3BQT1bNfEePrxheUi,[549]透過電子顕微鏡〔リンク〕,3,0,185,ok,
CFyNpZifkxufDQQeo6F2,X線回折装置,3,0,192,ok,
CGAmVK5VuV5YrhXiCPOU,In-plane型X線回折装置 In-plane XRD,3,0,214,ok,
CGXIwpiJv2OJFvcnJID1,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） スペアナRSA5106B スペアナRSA5106B",3,0,340,ok,
CGeimT2z7y5PLmibkjtp,マイクロ波酸分解システム（個別高速分解用）,3,0,160,ok,
CHQ7APRp1yaSzcf1irqS,波長分散型蛍光X線分析装置（WDX-XRF）,3,0,201,ok,
CHfCCdd17k06ISEndXDm,Arイオン研磨装置,3,0,193,ok,
CIRs761X6nm84zvRDdQX,[965]X線CT 日立アロカ Latheta LCT200,3,0,208,ok,
CJp0cVkxHGnB8Haay3la,低真空走査電子顕微鏡(Quanta250),3,0,147,ok,
CJxahEKAlpNSA0zel5bs,電子スピン共鳴装置,3,0,133,ok,
CNNhX7jXOTKk0OQ5xGgW,UV-Vis-NIR 分光光度計,3,0,203,ok,
CNnsoKHhURc1qdutlSaU,X線光電子分光分析装置 PHI 5000 VersaProbe III XPS,3,0,261,ok,
CQl0C7TkbTQsi5boYhwX,フローサイトメーター LSRFortessa X-20 Flow Cytometer,3,0,221,ok,
CSMlL6svPmjuHGHwCj7m,放射性物質対応型強磁性材料ナノクラスター評価システム (JEM-ARM200CF),3,0,184,ok,
CTSquBWH1Vt2yj9TEYTI,キャリースコープ（簡易SEM),3,0,141,ok,
CTVp9oRjNKpccF05dxNu,[243]超高真空CVD装置〔リンク〕,3,0,183,ok,
CUILs4Ce0yYgofzpwjIq,シーケンスシステム,3,0,218,ok,
CUr3hhr2l6tpRmec2JtR,集束イオンビーム（FIB）ナノ加工顕微鏡装置,3,0,244,ok,
CV5ennH72h6MwxB79Zy0,スリム型薬用保冷庫（毒劇物保管用）（4℃: 218 L）,3,0,253,ok,
CVMLJ2w3KBoMOOKbYsuP,【研基セ】超純水製造装置(亜熱帯島嶼棟2F),3,0,210,ok,
CX0GVDj5DI2mCD7xO11G,溶液 600MHz Bruker,3,0,140,ok,
CXoD5qcHPFXai4xxIRi7,"示差走査熱量測定装置(DSC, NEXTA DSC600)",3,0,295,ok,
CYfRc7ROT2h3HwMDJDyO,動物用血球計数装置,3,0,218,ok,
CfT7MeYJGySnjn8DOMqv,DNA/RNA分析用マイクロチップ電気泳動装置,3,0,183,ok,
CgHepTaseDNLwPBVCXyu,高圧凍結装置,3,0,145,ok,
ChU68MKKuvbfrfkSOWTb,差動型示差熱天秤,3,0,186,ok,
ChdjOszD7Its8ROvJXC5,IVIS Spectrum Imaginng System (遺制研),3,0,230,ok,
Cj4P1L2qPTbp5EkauIKw,電界放出型走査電子顕微鏡,3,0,138,ok,
CjGmZXNfoa6jLzNYCGt8,フーリエ変換赤外分光システム（μFTIR）,3,0,254,ok,
CjufzoNXqUongHkt5NvH,走査型電子顕微鏡システム(SU3500),3,0,146,ok,
Ckc3LjFlcTiUzB1dS2jO,超純水純水装置,3,0,167,ok,
Cl8B299SWQ5qwShXrRWX,ファイバー縫い付け機,3,0,175,ok,
ClP6VsKV9AuG0OCWK8Q5,顕微レーザーラマン分光装置(ARAMIS),3,0,187,ok,
ClY8jEKM5uQUc9gjJKOr,顕微レーザーラマン分光装置 LabRAM HR Evolution,3,0,243,ok,
CmIhA2W42KftVNzD9oz9,[589]X線光電子分光装置（NOVA)（Si室）,3,0,247,ok,
CnXUhJgmvntfLqsEMnvv,サーマルサイクラー (ABI Veriti),3,0,204,ok,
CoKMOHiQntHSvhckRDWw,透過型電子顕微鏡,3,0,176,ok,
CoSxOfcE7Z0ZEoJq7wPh,水銀光源,3,0,164,ok,
Coe2pw6SBTWRvFZt7pzG,イオンスライサ (EM-09100IS),3,0,183,ok,
CqOeDLgEn9EvCzLj1GMa,クリーンベンチ SANYO MCV-13BSS,3,0,200,ok,
CqPCvMrRvYcQbPYXshGv,核磁気共鳴装置(ECA-600) (600 MHz),3,0,150,ok,
CsSHMkIMIG7BVsvstGzI,走査電子顕微鏡 Flex SEM,3,0,142,ok,
CwQ2kpNrKNo0ZACXPqHF,日立高速アミノ酸分析計・LA8080,3,0,207,ok,
CwRGx6hN3Hszc6Wt7Aex,マルチガスインキュベーター,3,0,173,ok,
CxWxpI0ePXugQr4JNZZ4,高速冷却遠心機 J26S XP [No. 1],3,0,229,ok,
Cyy6hbzeJFLWHmE9caIS,マイクロ波周波数カウンター,3,0,184,ok,
Cz15i3ZQ0OQh8r0uFcNt,小型振動試験装置 加振器,3,0,172,ok,
CzCp4f8fh28aftSVi5Xb,プラズマクリーナー,3,0,148,ok,
D1N6xZ0X2JI3KWIGGEh4,走査電子顕微鏡 (SEM),3,0,139,ok,
D3TAcBgWW4n5mJ2rtGyE,[401]電子スピン共鳴測定システム E-500,3,0,223,ok,
D4EkvjxNq5QydSWnbpbS,高速熱処理炉（RTA)３号機,3,0,175,ok,
D4e6to4ZeCT5L58YNF8M,顕微鏡,3,0,198,ok,
D4ehOQzLHFewVNKAfhXc,Nal 3×3インチ検出器（ガンマ線）,3,0,177,ok,
D5HIGyZqxSMRjbYr3Qb8,細胞選別分取装置 autoMACS autoMACS,3,0,184,ok,
D5P2PgjZXlKOxOQKIyMP,蛍光X線分析装置 SEA2120L,3,0,196,ok,
D5dIaFCjzWRF1iLj05oy,[670]ICP発光分光分析装置〔リンク〕,3,0,169,ok,
D9TO30hb74MZJNo80F8N,Waters Positive Pressure-96 Processor,3,0,176,ok,
D9e0v2Uii58XsmSpzbhx,[580]UVキュア（UIS-5011 MIKY-AGG01）,3,0,216,ok,
DA1FArkVUEQfJZlyGI9S,次世代シーケンサー用全自動前処理装置 Ion Chef System,3,0,124,ok,
DASzRQhKgxo8VHW58XBh,四源蒸着装置,3,0,167,ok,
DCijFH7bcqWOU1ipnwCz,旋光計,3,0,165,ok,
DE3smmpr4BMPsKJVLLkd,超高速HPLC分離・分子構造分析システム,3,0,211,ok,
DEWSOCgrBG0gZducgyrW,ニコン サーマルビジョン LAIRD 3ASH セキテクノトロンSC7500TEC（写真）,3,0,226,ok,
DFduftnBSoNgLxoZ4KaK,Real Time PCR System QuantStudio 7 Flex,3,0,210,ok,
DGQqpZ76hG160tA8t6ZC,シリコン深堀りエッチング装置,3,0,193,ok,
DGTCkmp7ArtE3QkG4KSr,マスサイトメーター（CyTOF XT）,3,0,163,ok,
DJbSepWBSl4rshFz9LmX,環境試験装置,3,0,167,ok,
DKTCVtbGtAEiLyqy6yNY,MALDI-TOF-MS,3,0,200,ok,
DKbOIKfCmv5eC9LgCKUb,細胞単離解析システム(FACSMelody): Yellow-Greenレーザー搭載型,3,0,207,ok,
DL7TWWOzFjRhK7MTuh9d,二重収束型質量分析計 （Sector-MS）,3,0,187,ok,
DLU5PS632T5WoRdAnYcO,Trimble Geo7 Series Premium Trimble,3,0,204,ok,
DM6MAH8xD9UZot2L7Qfx,80列CT装置 Aquilion PRIME,3,0,150,ok,
DN7xu9pJdC3SEBr54UGI,バイオアナライザー (Agilent 2100 Bioanalyzer),3,0,191,ok,
DPtFU5tLKevz6DEro2uY,万能試験機(UH-2000kNXR),3,0,203,ok,
DPwLlGddDFOtvqaMsXNL,Ｘ線光電子分光装置 JPS-9010TRX,3,0,262,ok,
DQPYc9WC2p8ciW9fXpso,チップ to ウェハ接合装置,3,0,193,ok,
DQue2e4zmEA8TRNkQxNl,【医機セ】DNA自動抽出機,3,0,200,ok,
DSgyCO99GuxQpv0RtEVE,MAGPIXシステム,3,0,211,ok,
DT5hMJ85DQ1t7bM41hoI,CO2溶解塔カレントセクターコントローラー,3,0,191,ok,
DUQfNWgV3nWjzm5qtHyv,放射線モニタリングシステム,3,0,169,ok,
DUscaWFh2wYMmr5GELjG,[217]シークエンサー ABI 3500xL-2号機,3,0,209,ok,
DVqmVcE13RiHSSiZEeIU,デスクトップＸ線回折装置(MiniFlex600),3,0,225,ok,
DWQcinYveoMNuhR7F3GD,3次元SEM画像測定解析システム VE-8800,3,0,150,ok,
DduS4R98273i0WhrqS2j,【武田SCR】 集積回路パターン微細加工（FIB）装置 400ACE V400ACE,3,0,264,ok,
DgVXXYqm3xzRF5sqJN1i,1852138JA S1000 WITH 384WELL,3,0,221,ok,
DhzcL7K4Pp9FBnCtu43Z,卓上型培養装置,3,0,167,ok,
DitpoI7FDjTKQM7mHHmU,高速細孔分布・比表面積測定装置 (ASAP 2010C),3,0,237,ok,
Djdcne6GtDkI0uVObhAQ,研究用保冷庫（4℃: 1359 L）,3,0,243,ok,
Dke37afkAuV7Bop56QX6,ウルトラミクロトーム（ライカウルトラカットS）,3,0,246,ok,
Dkrfa8bUs0WvfUTgR7sP,質量分析装置 (島津製作所 LCMS-8050),3,0,238,ok,
Dl6kSH9Crp55FDMSuuPe,ロータリーエバポレーター (ウォーターバス無し) R-200C,3,0,206,ok,
Dm2XckCG9dTEupxPz94E,フリップチップボンディング装置 MODEL4200-KU （ハイソル㈱）,3,0,243,ok,
DoaPBlQXiyYRbXx0et55,ロング光量子センサー Line quantum,3,0,151,ok,
Dp0ZfNr1TGbCMRoSJnuz,縦型業務用冷凍庫,3,0,168,ok,
DpvEOzQyGziqvRpR3Ise,電子スピン共鳴装置(日本電子 JES-FA200),3,0,306,ok,
DrSbOaxuoluRz37d4Ree,小型メモリー水温塩分計 INFINITY-CT,3,0,151,ok,
DrpHy38EUGtaoO5Ls3Ev,(薄膜特性解析G)薄膜X線回折装置,3,0,203,ok,
Ds7tllY9CzTTla5wy8bl,[926]サーマルサイクラー GeneAmp 9700-1号機 (1-7F),3,0,220,ok,
DsKj4HiQETLCRG8p2YOP,THUNDERイメージングシステム,3,0,215,ok,
DsNwMxBfAEHXE33wySSU,卓上真空プラズマ装置,3,0,149,ok,
Du9cgFDWHINRZn6quJtq,【武田SCR】 Elite300 附属電気特性測定装置 Elite 300 B1500A他,3,0,259,ok,
DwFZW91ZLTmi96j7X21Y,デスクトップX線回折装置,3,0,198,ok,
DwgLl8BIZlxOv4AGUtap,超音波ホモジナイザーUD-201,3,0,195,ok,
DxFQ3J5BFgVub4JAOCSi,[1067]ホイルローダーLL4-2(0.4 m3),3,0,178,ok,
DxKlapzeQaYJKySeG8C1,小型メモリーDO計,3,0,182,ok,
DzAshiAGC2HWoK2rDIWS,ルミノ・イメージアナライザ LAS-4000,3,0,211,ok,
E0IZ6GddoG9E8xp1Uhsn,ラウエ結晶方位決定システム,3,0,192,ok,
E11XRJcYCEkS3ACgdOfC,[086]低加速高分解能走査電子顕微鏡〔リンク〕,3,0,150,ok,
E1aVLFiQ3JIAAwPOXPTW,代謝光分析システム,3,0,171,ok,
E3SDJIzeiEaq9UsmW371,マイクロGmC パック,3,0,169,ok,
E3jYcLQFAYy2zPo7vFVP,パルス変調蛍光光度計,3,0,120,ok,
E41EcSJwFkJ1UYmObtzW,[396]オールインワン蛍光顕微鏡BZ-X810,3,0,259,ok,
E4qfyRkS5y5gxJXsKsLT,フリーズクラッシャー μT-48,3,0,219,ok,
E55vNdbPybsIuBaI6bRE,【研基セ】マッフル炉（S-70）,3,0,239,ok,
E5U9V1w6yQ8x6WGNhZeO,密閉型超臨界反応容器,3,0,175,ok,
E5WlmZm5OXYCU2gNNrE5,SiO2プラズマCVD装置 [PD-220NL],3,0,189,ok,
E6hKgv0jGQBxnEXQJje1,走査電子顕微鏡(汎用SEM),3,0,140,ok,
E82PSVpmPU7s8gAPXQ3f,液体シンチレーションカウンター Tri-Carb 4810TR,3,0,263,ok,
E8lFXbH3slC3hCaVltNV,X線回折計Rigaku RINT2200,3,0,206,ok,
EAeOAktU8gRAGSlGJDgC,インバータTIG溶接機,3,0,226,ok,
EBAroSwhUjvUwFaXPA8r,誘導結合プラズマ発光分光分析計(5800 ICP-OES),3,0,172,ok,
EBjGCNfZq8OvlDonpMrr,ガスクロマトグラフィーエレクトロンキャプチャ検出器,3,0,194,ok,
EDLPu5TWQgbpY1zdTjDf,原子吸光光度計,3,0,169,ok,
EDqLXR5EI80UiV6jpwit,600MHz NMR測定装置(taurus)(液体試料専用),3,0,154,ok,
EEiUzJf1PugZsdtVqFUq,[942]ドライケム FUJI DRI-CHEM 7000V,3,0,193,ok,
EEyYn6rDqxDkVhKJ2S4R,インキュベーターBIO-CHAMBER,3,0,228,ok,
EFqpy6waWVf6jZzY2Bts,ICP-AES（高周波プラズマ発光分析装置） (ICP-AES (Inductively Coupled Plasma Emission Spectrometer)),3,0,227,ok,
EIwACoodtOzp5DN9TNqy,リアルタイムPCRシステム QuantStudio 5 [No. 3],3,0,209,ok,
EJELTzD0Vs6pU9DBJUEp,表面プラズモン共鳴測定装置（SPR）,3,0,158,ok,
EJTouoXLObfkP57ZZF4z,プラズマCVD装置,3,0,173,ok,
EKPDD3r0b6aPJuc7VTTF,マルチモードプレートリーダー,3,0,142,ok,
EKZihgx785TcetHgofG6,SOIウエハ・基準マーク形成済,3,0,153,ok,
EL6N9PKXkzKZvcXzWnQi,エバポレイティブ光散乱ディテクター（ELSD）,3,0,240,ok,
ELhb2W3bZp4I3HfvKwAn,BL-10A X-ray Diffraction and Scattering,3,0,225,ok,
ELhhAoigVZc2vCrwxYO0,CCDマルチICP発光分光分析装置,3,0,165,ok,
EMLsPGzUlonPHQVNObMP,BD FACS Aria Ⅱ セルソーター,3,0,226,ok,
EQGC9Jn0lywOVSeqcYVu,溶液 400MHz Bruker,3,0,140,ok,
EQkgA1ETkYLRBnJhk7Uj,マルバーン FPIA-3000 (フロー式粒子解析装置),3,0,206,ok,
ERRNnYOOp6eK0pJEcWoa,固体NMR 多核測定対応 [sd700d],3,0,145,ok,
ESCtOlk7G0tD97PofunI,真空紫外光露光装置,3,0,188,ok,
ETiUNr37oe5Z01iAx5k5,[465]アネルバ RIE装置〔リンク〕,3,0,175,ok,
EUFJZLCjHWGe8aAnXmU7,フーリエ変換赤外分光光度計（FT-IR）,3,0,253,ok,
EUML0z5WPK3CvhAgVmNl,細胞単離解析システム(FACSMelody),3,0,158,ok,
EUPzjznmuHRfkmU0LpGi,高速液体クロマトグラフ質量分析計,3,0,230,ok,
EUVQeyXmzYlkqlCvgU8R,リアルタイム細胞解析装置,3,0,221,ok,
EUsZxxgswlOYBwhPKgqE,細胞単離解析システム(FACSMelody): Yellow-Greenレーザー搭載型,3,0,207,ok,
EVdnAqSksZxZDWqEUnwt,鋸盤 (PSB-280U),3,0,228,ok,
EXTAs6pnxTixE2Cq53to,固体ゼータ電位測定装置,3,0,167,ok,
EXzz5Sm1N7qDyXbJUDfo,蛍光Ｘ線分析装置（XRF）,3,0,183,ok,
EYKkR8IzP2ElEzj6eWTi,ガスクロマトグラフ三連四重極質量分析計,3,0,213,ok,
EaReQvug4RARg8YiF4F8,EBSD検出器 (SEMに付属),3,0,142,ok,
EbRyE5Fl2zhcC7728Wcz,レビューSEM,3,0,133,ok,
EdBaKT8yXiifE34GEU32,[390]高精度構造解析質量分析システムQ-TOF〔リンク〕,3,0,185,ok,
EdpD8Z0vwQPbM8k858WR,空間オミクス解析装置,3,0,219,ok,
EfH0M2lDo3q4uMLjMPW8,Station-2 正立型高速多光子共焦点レーザー顕微鏡システム AX R MP with NSPARC,3,0,252,ok,
EhRofO8A2SrOghDhMpgq,[216]シークエンサー ABI 3500xL-1号機,3,0,209,ok,
EhXKJiLzMx4kaWv2HAD9,倒立型顕微鏡2カメライメージングシステム,3,0,215,ok,
EiVJCIoRR4A01wPepEgA,軽元素対応型超高分解能走査型透過電子顕微鏡 JEM-ARM200F(cold FE),3,0,210,ok,
Ej11rOUhv2jgza824mvo,自動注入分取HPLC,3,0,201,ok,
EjsLdSrWBCFs4P3HjUx0,強力X線回折装置,3,0,194,ok,
EksUA8ahbg4kh4xFTdHp,電子ビーム露光装置 JBX-9400#2 等 （日本電子㈱）,3,0,218,ok,
Em63tQqRohYgpYW9369Z,工業用顕微鏡,3,0,171,ok,
EmXkShiM0CBfOZREALGK,CO2インキュベーター,3,0,181,ok,
EonGe5COhQiT7nxjNhvH,高速旋盤 (TSL-550) [c_046],3,0,228,ok,
EpLt2xZ4OjR5GEpSrmN7,透過電子顕微鏡 JEM-2010,3,0,184,ok,
ErzYBWpaI0tVQHWgtcka,[1026]リアルタイムPCR装置,3,0,191,ok,
Eu5kOOSdneWdbhNOnmuK,[576]ホットプレート（U13 HHP-230SQ）,3,0,257,ok,
Eu8judi211qCuA1EMk8n,差動型示差熱天秤 Thermoplus EVO2 TG-DTA8122,3,0,248,ok,
EwdDDogQlDS4PUeRLwca,次世代シーケンサー(NovaSeq 6000),3,0,200,ok,
EwkgOMwpoOxDplB28ff2,"引張, 圧縮, テクスチャー試験機 (EZ-Test)",3,0,197,ok,
ExTmDN2uNp8EBOvezQIU,Chromium コントローラー,3,0,189,ok,
ExtFPcK2SOKSoSc9ne5p,電界放出形透過電子顕微鏡 JEOL JEM-2100F,3,0,195,ok,
EzFXvpKzjlE2NL3dklGH,島津EPMA1720HT,3,0,198,ok,
EzXaqoVttfq1O1HLbAx3,蛍光マルチモードマイクロプレートリーダー Varioskan LUX,3,0,198,ok,
F0Mu34wzxeSZonEq2N8n,[675]電界放出型走査電子顕微鏡〔リンク〕,3,0,148,ok,
F0P7wzABqHzEsrAvWb46,タンデム四重極MSシステム XevoTQ-Smicro質量分析計,3,0,182,ok,
F0WTFql2DirFUCc4CLPh,共焦点レーザースキャン顕微鏡,3,0,209,ok,
F0loATbhRDO5cZAiAq9d,バイオトロンA棟-1,3,0,158,ok,
F3fAcaT8uygmYwxPfuVP,バイオクリーンベンチ MCV-B91F［No.1],3,0,202,ok,
F4pSHEFYIXBfjPNRoDhd,フラッシュ自動精製装置,3,0,176,ok,
F5AZ1nxKNN24vjapD53o,CronoSTAR™96 Real-Time PCR System (No.1),3,0,173,ok,
F5iGiCOn2j474UJZdovX,[615]強力X線粉末構造解析装置,3,0,196,ok,
F6OO1z5Gt6xwbFfFSFzk,"AR-NW2A Time-resolved XAFS, X-ray Microscopy",3,0,228,ok,
F6TUjy60Qz1otTHODI9x,粒子径・分子量測定装置－型式：ZETASIZER Nano-S,3,0,210,ok,
F7jXZqkhQEu8Tl5oVrgq,[783]高磁場高分解能フーリエ変換超伝導核磁気共鳴装置〔リンク〕,3,0,157,ok,
F8tgSoUc0GT5PBAq8m26,共焦点レーザー顕微鏡システム A1,3,0,133,ok,
F8y5sQVlctAporLfSE9f,カソードルミネッセンス測定システム,3,0,127,ok,
F9tI4JQKwSWfhqdtTfH4,LC-MSMS解析 Qtrap5500,3,0,233,ok,
F9vpkmiVT5nzrp4ljmwI,電解放出型走査電子顕微鏡(FE-SEM-EDS),3,0,150,ok,
FBJsSl1F4ZHQnUjuf877,【農】小型冷却遠心機(CF16RXII),2,0,211,ok,
FCxLi8DlQoRBQXt6DRED,セルソーター MoFlo XDP,3,0,188,ok,
FE2lhNY17tJaFX8logxF,核磁気共鳴装置 600MHz NMR,3,0,142,ok,
FFGOGF4vxuZPxX7ppmAD,超微量分光光度計,3,0,217,ok,
FFqRbv6jSWDX5DpO6g50,[441]酸化炉（MEMS用）〔リンク〕,3,0,181,ok,
FHD9cw2jWpmXLrl3GMa8,多検体ナノ粒子径測定システム,3,0,170,ok,
FHbmofIuMYgr8UG7j84b,[1008]クライオ走査型電子顕微鏡装置〔リンク〕,3,0,151,ok,
FIBfCBL0xjwvzRbyvble,超高圧電子顕微鏡群,3,0,177,ok,
FJh2TqdgSJlgeYAu1XZA,(ARIM)電子線描画装置 ELS-750EX,3,0,181,ok,
FKJH26dohbrcjnGbSklE,400MHz核磁気共鳴装置 (バリアン 400MR),3,0,150,ok,
FKMr26NOYzREtmBPjJI8,紫外可視分光光度計（UV-Vis）,3,0,204,ok,
FMU8kgyD7kNxriRGWlDG,【研基セ】γ線検出器(LEPS #2),3,0,172,ok,
FQGjPMvKtJQqiokD1V2b,ハイブリッド型LC-MSｎ 質量分析装置,3,0,214,ok,
FQkkSGdHukJGlsTvgKA4,高速・高精度レーザ変位計,3,0,168,ok,
FRX865yd98LI3qgzjwQK,フローサイトメーター FACSVerse(BD),3,0,229,ok,
FRwqk2gYqftnUYWY3H87,リアルタイムPCR装置,3,0,185,ok,
FSytHLLjfP5zz5q1RPhN,高速レーザー共焦点顕微鏡,3,0,209,ok,
FUnDQUMjNuqoZzphzAHt,[525]SPT-RIE装置〔リンク〕,3,0,177,ok,
FVwyE8UnmiNum9ND67mE,走査電子顕微鏡,3,0,133,ok,
FW1Hn2MVd06zn6EZYOTf,マイクロカロリメーター PEAQ-ITC,3,0,196,ok,
FXheCHNPtEvDzl1nsvUq,卓上走査電子顕微鏡 Desktop SEM,3,0,147,ok,
FYTmHTvKNhL41pXBY8R4,示差走査熱量分析装置 (DSC),3,0,282,ok,
FYdwtr3LZn5cypY2L27k,蛍光実体顕微鏡/顕微鏡用カラーデジタルカメラ M165 FC,3,0,182,ok,
FaWmwuZDbzoo6dF9GeuC,Mass Cytometer,3,0,192,ok,
FaYyKhQNqS7UTQgWucI7,Heリークディテクタ,3,0,178,ok,
Fam8TGaD654P27MS4vPz,BD FACSAria Fusion,3,0,223,ok,
Fb8C1ZjwWZvqtO8GBcnq,加熱気化水銀測定装置,3,0,171,ok,
FbBa85etowF6fT3lEQi1,CO2インキュベーター（2台）,3,0,185,ok,
FcmxgU8g4sUYO2lRELA2,600MHz NMR測定装置(libra)(液体試料専用),3,0,153,ok,
FdtQOqpJR5wwxRDjZQG2,マグネトロンスパッタリング装置,3,0,176,ok,
FePXZfaRIuKYXoTvcuIj,ChIPシーケンス解析-1：ChIP DNAを提出、データ解析込み,3,0,198,ok,
FgBZNekuPNkcjrFOhpUA,ロータリーエバポレーター,3,0,151,ok,
FgaJTbAFifzkSZc8MuMR,EB蒸着装置,3,0,214,ok,
FgvPxxWBWwd4HsImHQZj,走査型電子顕微鏡,3,0,134,ok,
FhGne6iAdp5wdMFMaezc,[220]ナノリッター分注システム Mosquito HTSシステム2Way,3,0,247,ok,
FhrKAik7biKITfAvhrLQ,【研基セ】卓上SEM-EDS TM4000PlusⅡ,3,0,152,ok,
FivuwujJ0hgom3lPkJch,DNAシーケンサシステム(K2015002),3,0,209,ok,
FjpVMHb4gST7mXEUqdT3,共焦点顕微鏡 Biopipeline LIVE,3,0,218,ok,
Flb4nsg7hpvoVEWLIxjx,※故障中※【農】低真空分析走査電子顕微鏡(SEM-EDS),3,0,155,ok,
Flh85cbKjxd0jazLho5u,電子共鳴装置(＊) JEOL JES-FA200,3,0,239,ok,
Flz872k8gtoQ5pmrpSQt,CNC平面研削盤 (PSG-52DXNC),3,0,209,ok,
Fn4RPsu1qptFzpgmHHRH,低真空 SEM,3,0,133,ok,
FnYG0rZLx48yC4QbadM1,in vivo イメージングシステム (Berthold NightOWLⅡLB983),3,0,215,ok,
FnuR4ZCohYxniQyzQe9u,[914]ゲル・メンブレンイメージング Bio-Rad ChemiDoc Touch MP,3,0,254,ok,
Fo72LbdlCj3nJxSvKBHv,オールインワン蛍光顕微鏡,3,0,221,ok,
FodmxiJ0akE2UUBZWdyP,[322]LECO社製 炭素硫黄分析装置 CS844MC型,3,0,247,ok,
FoyXz3PXVVLHptTd7hKl,C1000Touchサーマルサイクラー,3,0,220,ok,
FpB9xJ08VlVxeUsiQa11,DNAシーケンサー SeqStudio Genetic Analyzer (Thermo Fisher Scientific) (Thermo Fisher Scientific SeqStudio Genetic Analyzer),3,0,304,ok,
FpS0jpCFWYo5iDa6ezCh,微量分光光度計 Nano Drop One,3,0,202,ok,
FrF9GiCXOy8fy6WvA6or,超解像イメージスキャニング共焦点顕微鏡,3,0,216,ok,
Fs0CuT6JD2KSBbX50hFg,倒立スピニングディスク共焦点超解像顕微鏡 SpinSR10,3,0,239,ok,
Ful88Xj1wmb3xDQ8JkGr,BL-12C High-throughput XAFS,3,0,216,ok,
FuvkZFC0bqORUh5K0R3B,飛行時間型質量分析装置（タンパク質前処理サービス） (島津 AXIMA-QIT （タンパク質前処理サービス）),3,0,278,ok,
FxX2L8IItf8Dq3hSBoKg,E型電子銃,3,0,204,ok,
FzCEOeQgdzzCK5D5I0PG,リアルタイムPCRシステム CFX Opus 96,3,0,199,ok,
G0g0tIvVUa0qn1V9GDq9,DART質量分析計 （DART-MS）,3,0,216,ok,
G0qaZBc1pu2WISs9fBuu,飛行時間型質量分析計（QTOF-MS）,3,0,169,ok,
G14JIZ7u4aUr8Fc1562O,透過型電子顕微鏡 日本電子JEM-1400,3,0,189,ok,
G1kOQJjsT5B25IAhXlJK,400MHz 核磁気共鳴装置,3,0,138,ok,
G2G3WinDietbXj7YsrrQ,オールインワン顕微鏡,3,0,205,ok,
G2XLdTJEeB8mlhswyHQg,デジタル式カセトメーター,3,0,207,ok,
G3IzcLdbJEK7IVtfvuKX,生体凍結試料加工用FIB-SEM装置システム,3,0,148,ok,
G3YKY3YDI8vRloTzaVGB,フローサイトメーター FACSCalibur HG,3,0,192,ok,
G3af45XDLFF84oPonmux,包埋恒温器 TD-500B,3,0,174,ok,
G3vGWN2qpapY51V0eMqD,ベータ線用GMサーベイメータ,3,0,159,ok,
G4xX3ozTor9dV41TzUyz,電子線／レーザー描画露光現像シミュレータ(ソフトウェア),3,0,207,ok,
G5FTj1jIrNHRP4V2Ubgg,ABS樹脂3Dプリンター（熱溶解積層法造形）,3,0,205,ok,
G69U46DhH1XoTv5GCQii,X 線回折装置(XRD) (X'Pert),3,0,207,ok,
G6dc7kuu7PDjOLk05ehs,実体顕微鏡,3,0,170,ok,
G7pLX51Jus4E8D4CFKrM,実体顕微鏡,3,0,200,ok,
